"","startDateTime","soilTempMean"
"460",2022-01-10 13:30:00,6.07227272727273
"461",2022-01-10 14:00:00,6.07412121212121
"462",2022-01-10 14:30:00,6.07554545454545
"463",2022-01-10 15:00:00,6.07718181818182
"464",2022-01-10 15:30:00,6.08012121212121
"465",2022-01-10 16:00:00,6.08612121212121
"466",2022-01-10 16:30:00,6.09218181818182
"467",2022-01-10 17:00:00,6.09760606060606
"468",2022-01-10 17:30:00,6.10381818181818
"469",2022-01-10 18:00:00,6.11406060606061
"470",2022-01-10 18:30:00,6.13127272727273
"471",2022-01-10 19:00:00,6.15872727272727
"472",2022-01-10 19:30:00,6.20884848484848
"473",2022-01-10 20:00:00,6.25848484848485
"474",2022-01-10 20:30:00,6.3180303030303
"475",2022-01-10 21:00:00,6.38063636363636
"476",2022-01-10 21:30:00,6.43809090909091
"477",2022-01-10 22:00:00,6.48624242424242
"478",2022-01-10 22:30:00,6.52639393939394
"479",2022-01-10 23:00:00,6.56175757575758
"480",2022-01-10 23:30:00,6.59260606060606
"481",2022-01-11 00:00:00,6.61584848484848
"482",2022-01-11 00:30:00,6.63233333333333
"483",2022-01-11 01:00:00,6.64339393939394
"484",2022-01-11 01:30:00,6.64963636363636
"485",2022-01-11 02:00:00,6.65166666666667
"486",2022-01-11 02:30:00,6.6540303030303
"487",2022-01-11 03:00:00,6.65651515151515
"488",2022-01-11 03:30:00,6.65809090909091
"489",2022-01-11 04:00:00,6.65945454545455
"490",2022-01-11 04:30:00,6.65684848484849
"491",2022-01-11 05:00:00,6.65375757575758
"492",2022-01-11 05:30:00,6.6560303030303
"493",2022-01-11 06:00:00,6.65969696969697
"494",2022-01-11 06:30:00,6.66615151515152
"495",2022-01-11 07:00:00,6.675
"496",2022-01-11 07:30:00,6.68930303030303
"497",2022-01-11 08:00:00,6.70875757575758
"498",2022-01-11 08:30:00,6.7300303030303
"499",2022-01-11 09:00:00,6.74684848484848
"500",2022-01-11 09:30:00,6.75648484848485
"501",2022-01-11 10:00:00,6.76709090909091
"502",2022-01-11 10:30:00,6.78857575757576
"503",2022-01-11 11:00:00,6.81909090909091
"504",2022-01-11 11:30:00,6.85063636363636
"505",2022-01-11 12:00:00,6.879
"506",2022-01-11 12:30:00,6.91163636363636
"507",2022-01-11 13:00:00,6.94521212121212
"508",2022-01-11 13:30:00,6.97169696969697
"509",2022-01-11 14:00:00,6.99015151515152
"510",2022-01-11 14:30:00,7.00512121212121
"511",2022-01-11 15:00:00,7.02330303030303
"512",2022-01-11 15:30:00,7.04766666666667
"513",2022-01-11 16:00:00,7.07609090909091
"514",2022-01-11 16:30:00,7.10990909090909
"515",2022-01-11 17:00:00,7.14442424242424
